"gameId","playId","displayName","ballCarrierDisplayName","tackler_display_name","Open_Field_Tackle_IND","Open_Field_Missed_Tackle_IND","Open_Field_Tackle_Opportunity","nflId","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","position","pos_unique","WR1","CB1","ILB1","RB1","DE1","SS1","TE1","OLB1","FS1","CB2","MLB1","DT1","FB1","OLB2","FS2","DB1","ILB2","SS2","NT1","NT2","DT2","CB3","CB4","DE2","QB1","Yards_Away"
2022090800,414,"Tyler Higbee","Tyler Higbee",NA,NA,NA,NA,43399,6,"2022-09-08 20:36:24.200000",89,"LA","right",49.86,15.15,4.12,1.61,0.41,251.61,153.84,"pass_outcome_caught","TE","TE1",NA,15.4619597722928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4619597722928
2022090800,414,"Dane Jackson",NA,"Dane Jackson",0,0,0,52647,6,"2022-09-08 20:36:24.200000",30,"BUF","right",65.25,13.66,3.77,4.67,0.39,291.92,125.32,"pass_outcome_caught","CB","CB1",NA,0,NA,NA,NA,NA,15.4619597722928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4619597722928
2022090800,438,"Ben Skowronek","Ben Skowronek",NA,NA,NA,NA,53678,6,"2022-09-08 20:37:00.700000",18,"LA","right",62.07,47.17,2.89,2.03,0.28,145.54,38.46,"pass_outcome_caught","WR","WR1",0,5.82670575883149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82670575883149
2022090800,438,"Christian Benford",NA,"Christian Benford",1,0,1,54650,6,"2022-09-08 20:37:00.700000",47,"BUF","right",67.79,46.06,5.06,1.2,0.5,274.86,311.15,"pass_outcome_caught","CB","CB1",5.82670575883149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82670575883149
2022090800,486,"Jordan Poyer",NA,"Jordan Poyer",1,0,1,40166,6,"2022-09-08 20:37:56.799999",21,"BUF","right",65.38,20.53,4.1,3.02,0.42,252.81,258.4,"pass_outcome_caught","SS","SS1",1.6124515496597,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6124515496597
2022090800,486,"Cooper Kupp","Cooper Kupp",NA,NA,NA,NA,44881,6,"2022-09-08 20:37:56.799999",10,"LA","right",63.78,20.33,1.75,5.33,0.19,313.96,113.77,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,1.6124515496597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6124515496597
2022090800,569,"Stefon Diggs","Stefon Diggs",NA,NA,NA,NA,42489,6,"2022-09-08 20:42:59.900000",14,"BUF","left",86.37,37.38,4.92,2.48,0.5,76.62,254.75,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,0.832165848854667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832165848854667
2022090800,569,"Nick Scott",NA,"Nick Scott",0,0,0,48026,6,"2022-09-08 20:42:59.900000",33,"LA","left",86.43,36.55,5.15,1.68,0.5,336.78,355.6,"pass_outcome_caught","SS","SS1",0.832165848854667,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832165848854667
2022090800,593,"Jamison Crowder","Jamison Crowder",NA,NA,NA,NA,42448,6,"2022-09-08 20:43:35.400000",80,"BUF","left",85.68,11.93,5,2.26,0.5,264.94,207.7,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022090800,617,"Jalen Ramsey",NA,"Jalen Ramsey",1,0,1,43294,6,"2022-09-08 20:44:15.200000",5,"LA","left",59.92,4.78,5.58,3.52,0.55,108.61,155,"pass_outcome_caught","CB","CB1",3.1739722746111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1739722746111
2022090800,617,"Isaiah McKenzie","Isaiah McKenzie",NA,NA,NA,NA,44985,6,"2022-09-08 20:44:15.200000",6,"BUF","left",62.82,3.49,4.56,1.98,0.46,99.63,226.9,"pass_outcome_caught","WR","WR1",0,3.1739722746111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1739722746111
2022090800,646,"Dawson Knox","Dawson Knox",NA,NA,NA,NA,47879,6,"2022-09-08 20:44:53.000000",88,"BUF","left",64.08,15.25,3.34,3.01,0.32,309.54,209.11,"pass_outcome_caught","TE","TE1",NA,NA,NA,NA,NA,NA,0,6.2677667474149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2677667474149
2022090800,646,"Justin Hollins",NA,"Justin Hollins",0,0,0,47939,6,"2022-09-08 20:44:53.000000",58,"LA","left",58.4,12.6,2.38,3.78,0.25,92.19,181.73,"pass_outcome_caught","OLB","OLB1",NA,NA,NA,NA,NA,NA,6.2677667474149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2677667474149
2022090800,692,"Bobby Wagner",NA,"Bobby Wagner",0,0,0,38577,6,"2022-09-08 20:46:02.299999",45,"LA","left",34,36.86,4.7,1.89,0.46,4.97,10.55,"pass_outcome_caught","ILB","ILB1",10.047850516404,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.047850516404
2022090800,692,"Stefon Diggs","Stefon Diggs",NA,NA,NA,NA,42489,6,"2022-09-08 20:46:02.299999",14,"BUF","left",40.72,44.33,1.4,1.35,0.14,260.4,352.66,"pass_outcome_caught","WR","WR1",0,NA,10.047850516404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.047850516404
2022090800,775,"Cooper Kupp","Cooper Kupp",NA,NA,NA,NA,44881,6,"2022-09-08 20:50:15.900000",10,"LA","right",38.27,17.82,1.27,2.95,0.12,344.32,343.3,"pass_outcome_caught","WR","WR1",0,NA,3.38155289770838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38155289770838
2022090800,775,"Tremaine Edmunds",NA,"Tremaine Edmunds",1,0,1,46085,6,"2022-09-08 20:50:15.900000",49,"BUF","right",41.12,19.64,3.99,3.74,0.4,245.27,233.06,"pass_outcome_caught","ILB","ILB1",3.38155289770838,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38155289770838
2022090800,818,"Micah Hyde",NA,"Micah Hyde",1,0,1,40107,6,"2022-09-08 20:53:26.000000",23,"BUF","left",78.66,5.77,4.75,0.77,0.48,81.67,109.1,"pass_outcome_caught","FS","FS1",NA,NA,NA,4.76000000000001,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76000000000001
2022090800,818,"Darrell Henderson","Darrell Henderson",NA,NA,NA,NA,47853,6,"2022-09-08 20:53:26.000000",27,"LA","left",83.42,5.77,2.25,1.71,0.22,303.2,233.86,"pass_outcome_caught","RB","RB1",NA,NA,NA,0,NA,NA,NA,NA,4.76000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76000000000001
2022090800,867,"Jalen Ramsey",NA,"Jalen Ramsey",1,0,1,43294,6,"2022-09-08 20:55:07.400000",5,"LA","right",47.24,7.22,6.88,1.9,0.68,266.1,233.34,"pass_outcome_caught","CB","CB1",NA,0,NA,6.42700552357006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42700552357006
2022090800,867,"Zack Moss","Zack Moss",NA,NA,NA,NA,52494,6,"2022-09-08 20:55:07.400000",20,"BUF","right",40.82,7.52,5.35,1.33,0.54,159.65,167.36,"pass_outcome_caught","RB","RB1",NA,6.42700552357006,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42700552357006
2022090800,980,"Gabe Davis","Gabe Davis",NA,NA,NA,NA,52536,6,"2022-09-08 21:00:30.400000",13,"BUF","right",46.42,0.8,2.16,1.98,0.23,18.55,188.38,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,3.93395475317142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93395475317142
2022090800,980,"Jordan Fuller",NA,"Jordan Fuller",1,0,1,52607,6,"2022-09-08 21:00:30.400000",4,"LA","right",48.68,4.02,5.21,1.31,0.53,217.33,207.76,"pass_outcome_caught","SS","SS1",3.93395475317142,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93395475317142
2022090800,1030,"David Long",NA,"David Long",1,0,1,47862,6,"2022-09-08 21:01:45.299999",22,"LA","right",61.47,37.35,3.98,3.89,0.39,273.4,237.11,"pass_outcome_caught","CB","CB1",1.26775391933924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26775391933924
2022090800,1030,"Gabe Davis","Gabe Davis",NA,NA,NA,NA,52536,6,"2022-09-08 21:01:45.299999",13,"BUF","right",60.21,37.21,0.99,5.18,0.12,267.64,170.69,"pass_outcome_caught","WR","WR1",0,1.26775391933924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26775391933924
2022090800,1102,"Troy Hill",NA,"Troy Hill",1,0,1,42816,6,"2022-09-08 21:03:51.799999",2,"LA","right",89.64,39.85,4.67,4.49,0.46,307.76,313.74,"pass_outcome_caught","CB","CB1",NA,0,NA,8.01943888311395,NA,NA,NA,5.32353266168247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3429715447964
2022090800,1102,"Terrell Lewis",NA,"Terrell Lewis",0,1,1,52492,6,"2022-09-08 21:03:51.799999",52,"LA","right",86.86,44.39,4.06,4.14,0.42,262.03,315.04,"pass_outcome_caught","OLB","OLB1",NA,5.32353266168247,NA,4.08678357635928,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.41031623804174
2022090800,1102,"Zack Moss","Zack Moss",NA,NA,NA,NA,52494,6,"2022-09-08 21:03:51.799999",20,"BUF","right",82.79,44.02,3.27,3.68,0.34,141.99,47.21,"pass_outcome_caught","RB","RB1",NA,8.01943888311395,NA,0,NA,NA,NA,4.08678357635928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1062224594732
2022090800,1230,"Taron Johnson",NA,"Taron Johnson",0,0,0,46190,6,"2022-09-08 21:10:23.299999",7,"BUF","left",57.21,19.11,2.6,1.8,0.25,64.75,22.57,"pass_outcome_caught","CB","CB1",2.35552541909443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35552541909443
2022090800,1230,"Ben Skowronek","Ben Skowronek",NA,NA,NA,NA,53678,6,"2022-09-08 21:10:23.299999",18,"LA","left",58.92,20.73,1.5,1.9,0.14,34.54,281.44,"pass_outcome_caught","WR","WR1",0,2.35552541909443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35552541909443
2022090800,1286,"Cooper Kupp","Cooper Kupp",NA,NA,NA,NA,44881,6,"2022-09-08 21:12:05.299999",10,"LA","left",46.48,6.46,7.7,2.58,0.78,192.29,195.18,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,8.93953578213097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93953578213097
2022090800,1286,"Matt Milano",NA,"Matt Milano",1,0,1,44976,6,"2022-09-08 21:12:05.299999",58,"BUF","left",38.2,9.83,7.49,3.17,0.75,137.34,177.9,"pass_outcome_caught","OLB","OLB1",8.93953578213097,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93953578213097
2022090800,1334,"Allen Robinson","Allen Robinson",NA,NA,NA,NA,41290,6,"2022-09-08 21:13:18.000000",1,"LA","left",37.8,11.11,2,2.69,0.21,63.4,21.45,"pass_outcome_caught","WR","WR1",0,NA,2.35136130783851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35136130783851
2022090800,1334,"Tremaine Edmunds",NA,"Tremaine Edmunds",0,0,0,46085,6,"2022-09-08 21:13:18.000000",49,"BUF","left",37.88,13.46,5.34,2.5,0.54,212.33,197.12,"pass_outcome_caught","ILB","ILB1",2.35136130783851,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35136130783851
2022090800,1358,"Cooper Kupp","Cooper Kupp",NA,NA,NA,NA,44881,6,"2022-09-08 21:14:03.700000",10,"LA","left",39.07,37.5,2.04,2.42,0.2,194.38,213.46,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,11.0746647804798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0746647804798
2022090800,1358,"Matt Milano",NA,"Matt Milano",1,0,1,44976,6,"2022-09-08 21:14:03.700000",58,"BUF","left",34.78,27.29,6.93,1.93,0.68,25.57,9.41,"pass_outcome_caught","OLB","OLB1",11.0746647804798,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0746647804798
2022090800,1563,"Stefon Diggs","Stefon Diggs",NA,NA,NA,NA,42489,6,"2022-09-08 21:25:55.200000",14,"BUF","right",47.13,52.57,4.3,1.72,0.44,62.32,55.67,"pass_outcome_caught","WR","WR1",0,1.95358644548942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95358644548942
2022090800,1563,"Jalen Ramsey",NA,"Jalen Ramsey",1,0,1,43294,6,"2022-09-08 21:25:55.200000",5,"LA","right",48.82,51.59,6.87,2.42,0.67,102.61,67.8,"pass_outcome_caught","CB","CB1",1.95358644548942,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95358644548942
2022090800,1712,"Cooper Kupp","Cooper Kupp",NA,NA,NA,NA,44881,6,"2022-09-08 21:32:24.000000",10,"LA","left",45.35,40.28,1.69,0.79,0.18,192.97,277.25,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022090800,1836,"Von Miller",NA,"Von Miller",1,0,1,37075,6,"2022-09-08 21:36:12.799999",40,"BUF","left",47.64,29.94,3.66,0.57,0.36,183.09,204.01,"pass_outcome_caught","OLB","OLB1",15.832476117146,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.832476117146
2022090800,1836,"Cooper Kupp","Cooper Kupp",NA,NA,NA,NA,44881,6,"2022-09-08 21:36:12.799999",10,"LA","left",50.72,14.41,1.76,4.81,0.15,307.83,280.83,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,15.832476117146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.832476117146
2022090800,1967,"Darrell Henderson","Darrell Henderson",NA,NA,NA,NA,47853,6,"2022-09-08 21:52:58.400000",27,"LA","right",25.86,23.78,1.04,3.47,0.12,247.64,58.59,"pass_outcome_caught","RB","RB1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022090800,2184,"Stefon Diggs","Stefon Diggs",NA,NA,NA,NA,42489,6,"2022-09-08 22:01:27.900000",14,"BUF","left",27.15,13.07,4.38,2.54,0.43,30.57,355.5,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,17.1486705024034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1486705024034
2022090800,2184,"Terrell Lewis",NA,"Terrell Lewis",0,0,0,52492,6,"2022-09-08 22:01:27.900000",52,"LA","left",27.95,30.2,4.1,2.88,0.4,196.3,234.22,"pass_outcome_caught","OLB","OLB1",17.1486705024034,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1486705024034
2022090800,2208,"Troy Hill",NA,"Troy Hill",0,1,1,42816,6,"2022-09-08 22:02:07.400000",2,"LA","left",23.93,9.77,5.18,1.84,0.52,65.07,113.46,"pass_outcome_caught","CB","CB1",NA,0,NA,4.91736718173455,NA,NA,NA,NA,NA,8.03891161787465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9562787996092
2022090800,2208,"Devin Singletary","Devin Singletary",NA,NA,NA,NA,47857,6,"2022-09-08 22:02:07.400000",26,"BUF","left",28.59,11.34,5.58,0.81,0.56,269.96,204.76,"pass_outcome_caught","RB","RB1",NA,4.91736718173455,NA,0,NA,NA,NA,NA,NA,12.8780899204812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7954571022158
2022090800,2208,"David Long",NA,"David Long",1,0,1,47862,6,"2022-09-08 22:02:07.400000",22,"LA","left",15.93,8.98,4.43,4.25,0.42,108.71,112.8,"pass_outcome_caught","CB","CB2",NA,8.03891161787465,NA,12.8780899204812,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9170015383559
2022090800,2232,"Isaiah McKenzie","Isaiah McKenzie",NA,NA,NA,NA,44985,6,"2022-09-08 22:02:49.599999",6,"BUF","left",10.38,31.68,5.65,1.89,0.56,100.07,233.4,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022090800,2307,"Cooper Kupp","Cooper Kupp",NA,NA,NA,NA,44881,6,"2022-09-08 22:08:01.200000",10,"LA","right",56.33,50.19,6.64,1.05,0.67,336.16,22.27,"pass_outcome_caught","WR","WR1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022090800,2336,"Taron Johnson",NA,"Taron Johnson",0,1,1,46190,6,"2022-09-08 22:08:32.500000",7,"BUF","right",64.54,29.47,4.98,4.84,0.51,289.46,288.8,"pass_outcome_caught","CB","CB1",NA,0,NA,2.76537520058311,NA,NA,NA,NA,NA,11.109837982617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8752131832001
2022090800,2336,"Darrell Henderson","Darrell Henderson",NA,NA,NA,NA,47853,6,"2022-09-08 22:08:32.500000",27,"LA","right",61.87,30.19,2.76,3.89,0.26,344.54,15.53,"pass_outcome_caught","RB","RB1",NA,2.76537520058311,NA,0,NA,NA,NA,NA,NA,12.3436461388036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1090213393867
2022090800,2336,"Dane Jackson",NA,"Dane Jackson",0,0,0,52647,6,"2022-09-08 22:08:32.500000",30,"BUF","right",70.97,38.53,4.24,4.3,0.41,229.52,215.61,"pass_outcome_caught","CB","CB2",NA,11.109837982617,NA,12.3436461388036,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4534841214206
2022090800,2527,"Jamison Crowder","Jamison Crowder",NA,NA,NA,NA,42448,6,"2022-09-08 22:16:36.000000",80,"BUF","left",78.54,25.53,6.32,1.23,0.64,180.84,198.45,"pass_outcome_caught","WR","WR1",0,4.0427836944363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0427836944363
2022090800,2527,"Troy Hill",NA,"Troy Hill",1,0,1,42816,6,"2022-09-08 22:16:36.000000",2,"LA","left",78.39,21.49,5.21,2.87,0.53,28.46,344.24,"pass_outcome_caught","CB","CB1",4.0427836944363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0427836944363
2022090800,2572,"Zack Moss","Zack Moss",NA,NA,NA,NA,52494,6,"2022-09-08 22:17:56.299999",20,"BUF","left",73.2,21.4,2.78,5.1,0.3,318.1,335.04,"pass_outcome_caught","RB","RB1",NA,NA,1.16764720699362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16764720699362
2022090800,2572,"Ernest Jones",NA,"Ernest Jones",1,0,1,53532,6,"2022-09-08 22:17:56.299999",53,"LA","left",72.17,21.95,3,2.6,0.3,1.87,45.6,"pass_outcome_caught","ILB","ILB1",NA,NA,0,1.16764720699362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16764720699362
